grouping,alpha_pct,beta_pct,phase2_block,eligible_opportunities,filled,fill_rate_30000ms,at_quote_fills,trade_through_fills,at_quote_rate_given_fill,trade_through_rate_given_fill,fill_evaluable_500ms,fill_rate_500ms,fill_evaluable_1000ms,fill_rate_1000ms,fill_evaluable_5000ms,fill_rate_5000ms,median_time_to_fill_ms,markout_100ms_observed,markout_100ms_censored,markout_100ms_mean_ticks,markout_100ms_median_ticks,markout_100ms_p10_ticks,markout_100ms_p25_ticks,markout_100ms_p50_ticks,markout_100ms_p75_ticks,markout_100ms_p90_ticks,markout_100ms_frac_favourable,markout_100ms_frac_non_negative,required_benefit_100ms_ticks,required_benefit_100ms_usd_per_btc,required_benefit_100ms_bps,markout_500ms_observed,markout_500ms_censored,markout_500ms_mean_ticks,markout_500ms_median_ticks,markout_500ms_p10_ticks,markout_500ms_p25_ticks,markout_500ms_p50_ticks,markout_500ms_p75_ticks,markout_500ms_p90_ticks,markout_500ms_frac_favourable,markout_500ms_frac_non_negative,required_benefit_500ms_ticks,required_benefit_500ms_usd_per_btc,required_benefit_500ms_bps,markout_1000ms_observed,markout_1000ms_censored,markout_1000ms_mean_ticks,markout_1000ms_median_ticks,markout_1000ms_p10_ticks,markout_1000ms_p25_ticks,markout_1000ms_p50_ticks,markout_1000ms_p75_ticks,markout_1000ms_p90_ticks,markout_1000ms_frac_favourable,markout_1000ms_frac_non_negative,required_benefit_1000ms_ticks,required_benefit_1000ms_usd_per_btc,required_benefit_1000ms_bps,markout_5000ms_observed,markout_5000ms_censored,markout_5000ms_mean_ticks,markout_5000ms_median_ticks,markout_5000ms_p10_ticks,markout_5000ms_p25_ticks,markout_5000ms_p50_ticks,markout_5000ms_p75_ticks,markout_5000ms_p90_ticks,markout_5000ms_frac_favourable,markout_5000ms_frac_non_negative,required_benefit_5000ms_ticks,required_benefit_5000ms_usd_per_btc,required_benefit_5000ms_bps,median_spread_ticks,mean_spread_ticks,required_benefit_1s_in_half_spreads,required_benefit_1s_in_full_spreads,utc_day,file_index,segment_id
phase2_validation_block,100,0,7,42850,31666,0.7389964994,7158,24508,0.2260468641,0.7739531359,42848,0.1121872666,42848,0.1711398432,42840,0.4197012138,3835.268771,31666,0,-34.67311943,-30.5,-75.5,-49.5,-30.5,-10.5,0.5,0.1078443757,0.1078443757,34.67311943,3.467311943,0.4980428785,31666,0,-53.04806417,-41.5,-121.5,-78.5,-41.5,-15.5,0.5,0.1134971263,0.1134971263,53.04806417,5.304806417,0.7623265294,31666,0,-57.7204099,-44.5,-142.5,-86.5,-44.5,-16.5,0.5,0.123286806,0.123286806,57.7204099,5.77204099,0.8294888564,31653,13,-70.6051875,-59.5,-216.5,-125.5,-59.5,-9.5,51.5,0.2069630051,0.2069630051,70.6051875,7.06051875,1.015349101,1,1.016009335,113.6218102,56.8109051,,,
phase2_validation_block,100,0,8,42852,36712,0.8567161393,9211,27501,0.2508988886,0.7491011114,42850,0.2276312719,42850,0.3371995333,42842,0.6509966855,1601.616573,36712,0,-43.16257627,-34.5,-96.5,-62.5,-34.5,-10.5,0.5,0.1118707779,0.111898017,43.16257627,4.316257627,0.6009682438,36712,0,-61.42198736,-47.5,-156.5,-94.5,-47.5,-12.5,0.5,0.1472543038,0.1472543038,61.42198736,6.142198736,0.8552656658,36712,0,-65.15112225,-51.5,-184.5,-110.5,-51.5,-8.5,23.45,0.1838635868,0.1838635868,65.15112225,6.515112225,0.9072108008,36712,0,-71.44994825,-62.5,-302.95,-172.5,-62.5,28.5,150.5,0.3216931793,0.3216931793,71.44994825,7.144994825,0.9948551402,1,1.056520116,123.331532,61.66576602,,,
phase2_validation_block,100,0,9,42854,35409,0.8262705932,8401,27008,0.2372560648,0.7627439352,42854,0.1793298175,42854,0.270663182,42846,0.5730056481,2230.681756,35409,0,-41.14595159,-33.5,-89.5,-59.5,-33.5,-12.5,-0.5,0.09700923494,0.09700923494,41.14595159,4.114595159,0.5682133074,35409,0,-61.82237567,-51.5,-145.5,-94.5,-51.5,-18.5,0.5,0.1220593634,0.1220593634,61.82237567,6.182237567,0.8536353436,35408,1,-66.84260619,-56.5,-171.5,-107.5,-56.5,-16.5,0.5,0.1520277903,0.1520277903,66.84260619,6.684260619,0.9229355185,35404,5,-71.27809005,-66.5,-269.5,-162.5,-66.5,6.5,121.5,0.2888939103,0.2888939103,71.27809005,7.127809005,0.9840669045,1,1.037336071,128.8735792,64.43678962,,,
utc_day,0,100,,21364,20613,0.9648474069,20545,68,0.9967011109,0.003298889051,21364,0.3325688073,21362,0.5338919577,21354,0.9113046736,831.672012,20613,0,-0.9133313928,0.5,0.5,0.5,0.5,0.5,0.5,0.9482365498,0.9482365498,0.9133313928,0.09133313928,0.01418526695,20613,0,-1.559501286,0.5,0.5,0.5,0.5,0.5,0.5,0.9341192451,0.9341192451,1.559501286,0.1559501286,0.02422464475,20612,1,-1.720454104,0.5,0.5,0.5,0.5,0.5,0.5,0.9207257908,0.9207257908,1.720454104,0.1720454104,0.02672686242,20602,11,-2.409814581,0.5,-29.5,0.5,0.5,0.5,12.5,0.8318609844,0.8318609844,2.409814581,0.2409814581,0.03743710066,1,1.000374462,3.439620203,1.719810101,2026-08-17,,
utc_day,0,100,,172794,166024,0.9608203989,164855,1169,0.9929588493,0.007041150677,172794,0.3817088556,172792,0.571617899,172784,0.9122025188,724.2284775,166024,0,-1.110402713,0.5,0.5,0.5,0.5,0.5,0.5,0.9348286995,0.9348286995,1.110402713,0.1110402713,0.01723775927,166024,0,-1.950199971,0.5,0.5,0.5,0.5,0.5,0.5,0.9142352913,0.9142352913,1.950199971,0.1950199971,0.03027173174,166024,0,-2.215818195,0.5,-3.5,0.5,0.5,0.5,0.5,0.8934190238,0.8934190238,2.215818195,0.2215818195,0.03439284187,166014,10,-3.154721891,0.5,-44.5,0.5,0.5,0.5,30.5,0.7883913405,0.7883913405,3.154721891,0.3154721891,0.04897107623,1,1.00155098,4.424773655,2.212386828,2026-08-18,,
utc_day,0,100,,172796,166844,0.9655547582,161397,5447,0.9673527367,0.03264726331,172794,0.5514601201,172794,0.7054411612,172786,0.9275172757,384.096124,166844,0,-2.886648606,0.5,-6.5,0.5,0.5,0.5,0.5,0.887265949,0.8872719427,2.886648606,0.2886648606,0.04271060883,166844,0,-4.969753183,0.5,-32.5,0.5,0.5,0.5,0.5,0.8415885498,0.8415885498,4.969753183,0.4969753183,0.07372203128,166844,0,-5.444945578,0.5,-47.5,0.5,0.5,0.5,11.5,0.8070532953,0.8070592889,5.444945578,0.5444945578,0.08081322869,166841,3,-6.990173279,0.5,-116.5,-26.5,0.5,1.5,94.5,0.6858865627,0.6858865627,6.990173279,0.6990173279,0.1038571719,1,1.068670571,10.19012917,5.095064583,2026-08-19,,
utc_day,0,100,,147124,142702,0.9699437209,135291,7411,0.9480666003,0.05193339967,147116,0.71466054,147114,0.8520127248,147074,0.9384663503,223.615308,142702,0,-5.565402027,0.5,-29.5,0.5,0.5,0.5,0.5,0.8214881361,0.8214951437,5.565402027,0.5565402027,0.07792792377,142697,5,-8.462767262,0.5,-61.5,-0.5,0.5,0.5,15.5,0.7498826184,0.7498826184,8.462767262,0.8462767262,0.1185517192,142688,14,-9.202403145,0.5,-84.5,-20.5,0.5,0.5,50.5,0.6956856919,0.6956856919,9.202403145,0.9202403145,0.1289222514,142648,54,-10.45765451,0.5,-185.5,-80.5,0.5,57.5,159.5,0.5489666872,0.5489666872,10.45765451,1.045765451,0.1467214758,1,1.034800576,17.78584851,8.892924255,2026-08-20,,
utc_day,50,50,,21364,11118,0.5204081633,9891,1227,0.8896384242,0.1103615758,21364,0.0265867815,21362,0.04873139219,21354,0.1779526084,8622.100578,11118,0,-17.34547581,-4.5,-51.5,-27.5,-4.5,0.5,0.5,0.4365893146,0.4365893146,17.34547581,1.734547581,0.2695172631,11118,0,-26.75157402,-10.5,-76.5,-39.5,-10.5,0.5,0.5,0.4078071596,0.4078071596,26.75157402,2.675157402,0.4156602152,11108,10,-29.80059417,-12.5,-91.5,-42.5,-12.5,0.5,0.5,0.397371264,0.397371264,29.80059417,2.980059417,0.4630408478,11108,10,-38.69364422,-19.5,-123.5,-58.5,-19.5,0.5,0.5,0.3450666187,0.3450666187,38.69364422,3.869364422,0.601206406,1,1.000374462,59.57887832,29.78943916,2026-08-17,,
utc_day,50,50,,172794,100564,0.5819878005,91065,9499,0.905542739,0.09445726105,172794,0.04156973043,172792,0.07080767628,172784,0.2339973609,7069.627837,100564,0,-17.43578219,-7.5,-45.5,-29.5,-7.5,0.5,0.5,0.4190565212,0.4190565212,17.43578219,1.743578219,0.2707099604,100564,0,-26.85086114,-13.5,-74.5,-39.5,-13.5,0.5,0.5,0.3918101905,0.3918101905,26.85086114,2.685086114,0.4168166768,100564,0,-29.45281115,-16.5,-82.5,-44.5,-16.5,0.5,0.5,0.3774213436,0.3774213436,29.45281115,2.945281115,0.457212637,100564,0,-38.06436697,-25.5,-111.5,-63.5,-25.5,0.5,0.5,0.3294220596,0.3294220596,38.06436697,3.806436697,0.590923289,1,1.00155098,58.81440234,29.40720117,2026-08-18,,
utc_day,50,50,,172796,119092,0.6892057687,99217,19875,0.8331122158,0.1668877842,172794,0.1160630577,172794,0.176719099,172786,0.4002986353,3537.322099,119092,0,-21.8935067,-11.5,-62.5,-36.5,-11.5,0.5,0.5,0.3783377557,0.3783461526,21.8935067,2.18935067,0.3265874164,119092,0,-37.65936419,-22.5,-108.5,-60.5,-22.5,0.5,0.5,0.335412958,0.335412958,37.65936419,3.765936419,0.5625366038,119092,0,-41.6124047,-25.5,-126.5,-68.5,-25.5,0.5,0.5,0.3273267726,0.3273351694,41.6124047,4.16124047,0.6214963534,119092,0,-51.31242653,-33.5,-202.5,-99.5,-33.5,0.5,68.5,0.3266970074,0.3266970074,51.31242653,5.131242653,0.7676980966,1,1.068670571,77.87695445,38.93847723,2026-08-19,,
utc_day,50,50,,147124,124309,0.8449267285,105246,19063,0.8466482716,0.1533517284,147116,0.2007531472,147114,0.3052598665,147074,0.6233256728,1835.899469,124309,0,-28.50178185,-17.5,-76.5,-45.5,-17.5,0.5,0.5,0.3402569404,0.3402649848,28.50178185,2.850178185,0.4001036794,124302,7,-44.04174913,-29.5,-124.5,-73.5,-29.5,0.5,0.5,0.3114109186,0.3114109186,44.04174913,4.404174913,0.6185751947,124288,21,-48.20294397,-34.5,-148.5,-84.5,-34.5,0.5,3.5,0.3050495623,0.3050495623,48.20294397,4.820294397,0.6771855096,124254,55,-55.98601252,-45.5,-243.5,-134.5,-45.5,8.5,121.5,0.3412767396,0.3412767396,55.98601252,5.598601252,0.7875424087,1,1.034800576,93.16373622,46.58186811,2026-08-20,,
utc_day,100,0,,21364,9115,0.4266523123,2740,6375,0.300603401,0.699396599,21364,0.02148474069,21362,0.03913491246,21354,0.1398332865,9398.330458,9115,0,-26.1816237,-19.5,-63.5,-38.5,-19.5,-5.5,0.5,0.1356006583,0.1356006583,26.1816237,2.61816237,0.4067928566,9115,0,-39.07849698,-26.5,-91.5,-56.5,-26.5,-9.5,0.5,0.1194733955,0.1194733955,39.07849698,3.907849698,0.6071638941,9115,0,-42.88288535,-28.5,-101.5,-60.5,-28.5,-9.5,0.5,0.1188151399,0.1188151399,42.88288535,4.288288535,0.6662823247,9115,0,-52.50394953,-34.5,-139.5,-75.5,-34.5,-12.5,0.5,0.1318705431,0.1318705431,52.50394953,5.250394953,0.815750404,1,1.000374462,85.73366673,42.86683337,2026-08-17,,
utc_day,100,0,,172794,83622,0.4839404146,17434,66188,0.2084858052,0.7915141948,172794,0.03470606618,172792,0.05763577017,172784,0.1866087138,7514.472142,83622,0,-27.07597283,-23.5,-53.5,-37.5,-23.5,-8.5,-0.5,0.09444882926,0.09444882926,27.07597283,2.707597283,0.420415328,83622,0,-40.06053431,-31.5,-87.5,-54.5,-31.5,-13.5,-0.5,0.0870105953,0.0870105953,40.06053431,4.006053431,0.621933018,83622,0,-43.43099304,-34.5,-97.5,-59.5,-34.5,-14.5,-0.5,0.0895936476,0.0895936476,43.43099304,4.343099304,0.6742618967,83621,1,-53.45864675,-39.5,-126.5,-79.5,-39.5,-17.5,0.5,0.1132371055,0.1132371055,53.45864675,5.345864675,0.829957839,1,1.00155098,86.72747352,43.36373676,2026-08-18,,
utc_day,100,0,,172796,107550,0.622410241,20627,86923,0.1917898652,0.8082101348,172794,0.1000266213,172794,0.1498894638,172786,0.3424988136,4031.233794,107550,0,-31.37555556,-26.5,-72.5,-45.5,-26.5,-8.5,0.5,0.1219432822,0.1219525802,31.37555556,3.137555556,0.4680219303,107550,0,-51.65569503,-38.5,-123.5,-75.5,-38.5,-14.5,0.5,0.1048907485,0.1048907485,51.65569503,5.165569503,0.7715683597,107550,0,-55.9532636,-40.5,-144.5,-84.5,-40.5,-14.5,0.5,0.1234495583,0.1234588563,55.9532636,5.59532636,0.8356324663,107550,0,-66.99785216,-49.5,-223.5,-119.5,-49.5,-8.5,60.5,0.2007345421,0.2007345421,66.99785216,6.699785216,1.001804223,1,1.068670571,104.7156441,52.35782206,2026-08-19,,
utc_day,100,0,,147124,118727,0.8069859438,27865,90862,0.2346980889,0.7653019111,147116,0.168588053,147114,0.2547752083,147074,0.5461808341,2379.92569,118727,0,-39.34618073,-32.5,-86.5,-56.5,-32.5,-11.5,0.5,0.1027651671,0.1027735898,39.34618073,3.934618073,0.552560634,118725,2,-58.31833228,-45.5,-140.5,-88.5,-45.5,-15.5,0.5,0.1233522847,0.1233522847,58.31833228,5.831833228,0.8192838733,118711,16,-62.74859112,-49.5,-164.5,-99.5,-49.5,-14.5,0.5,0.1492532284,0.1492532284,62.74859112,6.274859112,0.881597773,118678,49,-70.84754125,-61.5,-259.5,-150.5,-61.5,0.5,107.5,0.2727885539,0.2727885539,70.84754125,7.084754125,0.9965203286,1,1.034800576,121.2766837,60.63834187,2026-08-20,,
segment,0,100,,9116,8777,0.9628126371,8739,38,0.9956705024,0.00432949755,9116,0.3019964897,9114,0.4970375247,9106,0.9014935208,941.548692,8777,0,-1.031160989,0.5,0.5,0.5,0.5,0.5,0.5,0.943830466,0.943830466,1.031160989,0.1031160989,0.01602832855,8777,0,-2.102312863,0.5,0.5,0.5,0.5,0.5,0.5,0.9316395124,0.9316395124,2.102312863,0.2102312863,0.0326758041,8776,1,-2.175079763,0.5,0.5,0.5,0.5,0.5,0.5,0.9204649043,0.9204649043,2.175079763,0.2175079763,0.03380665298,8766,11,-2.936116815,0.5,-31.5,0.5,0.5,0.5,9.5,0.8315080995,0.8315080995,2.936116815,0.2936116815,0.04564068413,1,1.000877578,4.346345269,2.173172635,,0,1
segment,0,100,,58964,56448,0.9573298962,56170,278,0.9950751134,0.004924886621,58964,0.3759073333,58962,0.5780841898,58954,0.9148658276,716.134526,56448,0,-1.0720929,0.5,0.5,0.5,0.5,0.5,0.5,0.9376240079,0.9376240079,1.0720929,0.10720929,0.01668459562,56448,0,-1.78125,0.5,0.5,0.5,0.5,0.5,0.5,0.9186862245,0.9186862245,1.78125,0.178125,0.02772544032,56448,0,-2.018920068,0.5,-0.5,0.5,0.5,0.5,0.5,0.8978706066,0.8978706066,2.018920068,0.2018920068,0.03142410329,56438,10,-2.883084092,0.5,-39.5,0.5,0.5,0.5,26.5,0.7877671073,0.7877671073,2.883084092,0.2883084092,0.04487609986,1,1.00135676,4.032369179,2.016184589,,1,1
segment,0,100,,165602,159199,0.961335008,158072,1127,0.9929208098,0.007079190196,165600,0.3746497585,165600,0.5619263285,165592,0.9103640272,750.645813,159199,0,-1.172953348,0.5,0.5,0.5,0.5,0.5,0.5,0.9338563684,0.9338563684,1.172953348,0.1172953348,0.01819360972,159199,0,-2.035157256,0.5,0.5,0.5,0.5,0.5,0.5,0.9137683026,0.9137683026,2.035157256,0.2035157256,0.03156292977,159199,0,-2.30280341,0.5,-3.5,0.5,0.5,0.5,0.5,0.8934101345,0.8934101345,2.30280341,0.230280341,0.03571211126,159196,3,-3.295010553,0.5,-44.5,0.5,0.5,0.5,30.5,0.7904532777,0.7904532777,3.295010553,0.3295010553,0.051103796,1,1.001340564,4.599440976,2.299720488,,2,1
segment,0,100,,145274,140573,0.9676404587,134813,5760,0.9590248483,0.0409751517,145272,0.6138760394,145272,0.7589005452,145264,0.9326949554,302.366726,140573,0,-3.521013993,0.5,-14.5,0.5,0.5,0.5,0.5,0.8690431306,0.8690502444,3.521013993,0.3521013993,0.05163004052,140572,1,-6.011275361,0.5,-42.5,0.5,0.5,0.5,0.5,0.8133696611,0.8133696611,6.011275361,0.6011275361,0.08842197571,140570,3,-6.582784378,0.5,-61.5,0.5,0.5,0.5,29.5,0.7734865192,0.7734936331,6.582784378,0.6582784378,0.09687174685,140562,11,-8.346235113,0.5,-143.5,-42.5,0.5,22.5,118.5,0.64594983,0.64594983,8.346235113,0.8346235113,0.1228582118,1,1.084089376,12.14435733,6.072178663,,2,2
segment,0,100,,236,230,0.9745762712,225,5,0.9782608696,0.02173913043,234,0.7222222222,234,0.8760683761,226,0.9557522124,287.5297935,230,0,-2.982608696,0.5,-8.7,0.5,0.5,0.5,0.5,0.8869565217,0.8869565217,2.982608696,0.2982608696,0.04286897524,228,2,-4.030701754,0.5,-29.7,0.5,0.5,0.5,0.5,0.8157894737,0.8157894737,4.030701754,0.4030701754,0.05793341617,226,4,-4.800884956,0.5,-42.5,0.5,0.5,0.5,18,0.7566371681,0.7566371681,4.800884956,0.4800884956,0.06900218755,217,13,-3.168202765,0.5,-99.5,-34.5,0.5,29.5,69.9,0.5806451613,0.5806451613,3.168202765,0.3168202765,0.04553414442,1,1,9.601769912,4.800884956,,2,3
segment,0,100,,34076,33106,0.9715342176,32345,761,0.9770132302,0.02298676977,34074,0.6658449257,34074,0.8412866115,34066,0.9442552692,291.335364,33106,0,-2.750437987,0.5,-2.5,0.5,0.5,0.5,0.5,0.8920437383,0.8920437383,2.750437987,0.2750437987,0.03964581072,33106,0,-4.68365251,0.5,-28.5,0.5,0.5,0.5,0.5,0.8425360962,0.8425360962,4.68365251,0.468365251,0.06751287951,33103,3,-5.082364136,0.5,-44.5,0.5,0.5,0.5,9.5,0.7974805909,0.7974805909,5.082364136,0.5082364136,0.07326588585,33096,10,-6.90541153,0.5,-116.5,-44.5,0.5,27.5,99.5,0.6194706309,0.6194706309,6.90541153,0.690541153,0.09956343182,1,1.003991079,10.12432131,5.062160654,,2,4
segment,0,100,,32396,31583,0.9749043092,29698,1885,0.9403159928,0.05968400722,32394,0.7889115268,32394,0.8927579181,32386,0.9493299574,164.500001,31583,0,-6.01228509,0.5,-31.5,0.5,0.5,0.5,0.5,0.8181933319,0.8181933319,6.01228509,0.601228509,0.08427607931,31581,2,-8.440850511,0.5,-66.5,-1.5,0.5,0.5,29.5,0.7427250562,0.7427250562,8.440850511,0.8440850511,0.1184282872,31581,2,-8.899512365,0.5,-90.5,-22.5,0.5,0.5,62.5,0.6870903391,0.6870903391,8.899512365,0.8899512365,0.124947795,31573,10,-9.66024768,0.5,-212.5,-86.5,0.5,66.5,185.5,0.5467646407,0.5467646407,9.66024768,0.966024768,0.1357550249,1,1.036177306,17.17758595,8.588792975,,2,5
segment,0,100,,68414,66267,0.9686175344,62026,4241,0.936001328,0.06399867204,68414,0.7153068085,68412,0.8435216044,68404,0.933454184,213.530365,66267,0,-6.731940483,0.5,-36.5,0.5,0.5,0.5,0.5,0.7906197655,0.790634856,6.731940483,0.6731940483,0.09325923474,66267,0,-10.29400003,0.5,-74.5,-14.5,0.5,0.5,28.5,0.7104893839,0.7104893839,10.29400003,1.029400003,0.1425683054,66265,2,-11.31048819,0.5,-99.5,-34.5,0.5,0.5,64.5,0.6524711386,0.6524711386,11.31048819,1.131048819,0.1566406331,66257,10,-12.23998219,0.5,-210.5,-99.5,0.5,73.5,183.5,0.5205789577,0.5205789577,12.23998219,1.223998219,0.1694851533,1,1.050106703,21.54159793,10.77079896,,2,6
segment,50,50,,9116,4626,0.507459412,3858,768,0.8339818418,0.1660181582,9116,0.02468187802,9114,0.04509545754,9106,0.1674719965,8816.135077,4626,0,-18.89018591,-8.5,-54.5,-28.5,-8.5,0.5,0.5,0.4085603113,0.4085603113,18.89018591,1.889018591,0.2936208233,4626,0,-31.59511457,-13.5,-94.5,-43.5,-13.5,0.5,0.5,0.3819714656,0.3819714656,31.59511457,3.159511457,0.4910692481,4616,10,-36.04831023,-14.5,-109.5,-53.5,-14.5,0.5,0.5,0.3773830156,0.3773830156,36.04831023,3.604831023,0.5602765734,4616,10,-45.24761698,-23.5,-147.5,-66.5,-23.5,0.5,0.5,0.3275563258,0.3275563258,45.24761698,4.524761698,0.7032508102,1,1.000877578,72.03340553,36.01670276,,0,1
segment,50,50,,58964,34551,0.5859677091,31590,2961,0.9143005991,0.08569940089,58964,0.0356149515,58962,0.0639734066,58954,0.231078468,7112.168894,34551,0,-16.75659171,-6.5,-45.5,-28.5,-6.5,0.5,0.5,0.4233451998,0.4233451998,16.75659171,1.675659171,0.2608477319,34551,0,-24.60924431,-10.5,-68.5,-38.5,-10.5,0.5,0.5,0.3957338427,0.3957338427,24.60924431,2.460924431,0.3830731419,34551,0,-26.65119678,-13.5,-77.5,-39.5,-13.5,0.5,0.5,0.3834910712,0.3834910712,26.65119678,2.665119678,0.4148509869,34551,0,-35.01413852,-23.5,-101.5,-55.5,-23.5,0.5,0.5,0.325026772,0.325026772,35.01413852,3.501413852,0.5450257284,1,1.00135676,53.23017299,26.6150865,,1,1
segment,50,50,,165602,95807,0.5785376988,86329,9478,0.9010719467,0.09892805327,165600,0.04077294686,165600,0.06934782609,165592,0.2287067008,7276.484969,95807,0,-17.76187544,-7.5,-45.5,-29.5,-7.5,0.5,0.5,0.4144373584,0.4144373584,17.76187544,1.776187544,0.2755310163,95807,0,-27.63286086,-15.5,-76.5,-41.5,-15.5,0.5,0.5,0.387915288,0.387915288,27.63286086,2.763286086,0.4286004929,95807,0,-30.27386308,-17.5,-84.5,-45.5,-17.5,0.5,0.5,0.3716847412,0.3716847412,30.27386308,3.027386308,0.4695731227,95807,0,-39.5709969,-27.5,-115.5,-66.5,-27.5,0.5,0.5,0.3233792938,0.3233792938,39.5709969,3.95709969,0.6138055123,1,1.001340564,60.46666675,30.23333338,,2,1
segment,50,50,,145274,105854,0.7286506877,86726,19128,0.8192982788,0.1807017212,145272,0.1429456468,145272,0.2165110964,145264,0.4665712083,2707.870347,105854,0,-23.34210327,-13.5,-66.5,-39.5,-13.5,0.5,0.5,0.3659096491,0.3659190961,23.34210327,2.334210327,0.3443557364,105849,5,-40.4485588,-25.5,-115.5,-65.5,-25.5,0.5,0.5,0.319549547,0.319549547,40.4485588,4.04485588,0.5983290299,105837,17,-44.81941571,-28.5,-136.5,-75.5,-28.5,0.5,0.5,0.3139261317,0.3139355802,44.81941571,4.481941571,0.6630436828,105837,17,-54.42082164,-37.5,-223.5,-114.5,-37.5,0.5,92.5,0.3333238848,0.3333238848,54.42082164,5.442082164,0.8059009853,1,1.084089376,82.68583145,41.34291572,,2,2
segment,50,50,,236,193,0.8177966102,169,24,0.8756476684,0.1243523316,234,0.1153846154,234,0.2008547009,226,0.5884955752,2563.810757,193,0,-21.91968912,-15.5,-58.5,-38.5,-15.5,0.5,0.5,0.3575129534,0.3575129534,21.91968912,2.191968912,0.3150472353,191,2,-25.46335079,-17.5,-63.5,-41.5,-17.5,0.5,0.5,0.3455497382,0.3455497382,25.46335079,2.546335079,0.3659731861,190,3,-31.26052632,-28.5,-93.5,-54.25,-28.5,0.5,0.5,0.3315789474,0.3315789474,31.26052632,3.126052632,0.4492872974,174,19,-40.34482759,-19.5,-135.2,-99.5,-19.5,19.5,35.5,0.3793103448,0.3793103448,40.34482759,4.034482759,0.5798556188,1,1,62.52105263,31.26052632,,2,3
segment,50,50,,34076,26997,0.792258481,23881,3116,0.8845797681,0.1154202319,34074,0.1052415331,34074,0.1782884311,34066,0.4829448717,3360.338489,26997,0,-22.55798792,-12.5,-63.5,-39.5,-12.5,0.5,0.5,0.3840056303,0.3840056303,22.55798792,2.255798792,0.3250764497,26997,0,-37.54481979,-23.5,-103.5,-60.5,-23.5,0.5,0.5,0.3447790495,0.3447790495,37.54481979,3.754481979,0.5410840933,26997,0,-42.05422825,-28.5,-117.5,-68.5,-28.5,0.5,0.5,0.3245916213,0.3245916213,42.05422825,4.205422825,0.6060833631,26984,13,-54.58304921,-41.5,-182.5,-104.5,-41.5,0.5,48.5,0.2986584643,0.2986584643,54.58304921,5.458304921,0.7867486844,1,1.003991079,83.77410743,41.88705372,,2,4
segment,50,50,,32396,27728,0.8559081368,23528,4200,0.8485285632,0.1514714368,32394,0.2500463049,32394,0.361857134,32386,0.6703205089,1410.547333,27728,0,-29.53624495,-13.5,-80.5,-46.5,-13.5,0.5,0.5,0.3679313329,0.3679313329,29.53624495,2.953624495,0.4148902329,27728,0,-44.20645196,-26.5,-135.5,-72.5,-26.5,0.5,0.5,0.3382862089,0.3382862089,44.20645196,4.420645196,0.6213861775,27728,0,-47.41230886,-30.5,-158.5,-84.5,-30.5,0.5,25.5,0.3349682631,0.3349682631,47.41230886,4.741230886,0.6668621129,27728,0,-54.42859204,-42.5,-270.5,-142.5,-42.5,26.5,151.8,0.3668493941,0.3668493941,54.42859204,5.442859204,0.7663661895,1,1.036177306,91.51389167,45.75694583,,2,5
segment,50,50,,68414,59327,0.8671763089,49338,9989,0.8316280951,0.1683719049,68414,0.230713012,68412,0.3472490206,68404,0.6722121513,1523.502909,59327,0,-30.77029009,-20.5,-80.5,-50.5,-20.5,0.5,0.5,0.3161461055,0.3161629612,30.77029009,3.077029009,0.4262741207,59327,0,-46.9861783,-34.5,-132.5,-80.5,-34.5,0.5,0.5,0.2934077233,0.2934077233,46.9861783,4.69861783,0.6508294397,59326,1,-51.45330041,-39.5,-159.5,-93.5,-39.5,0.5,21.5,0.2920136197,0.2920136197,51.45330041,5.145330041,0.7127164542,59321,6,-56.74993678,-49.5,-263.5,-150.5,-49.5,28.5,145.5,0.3535678765,0.3535678765,56.74993678,5.674993678,0.7860131571,1,1.050106703,97.99632789,48.99816394,,2,6
segment,100,0,,9116,3891,0.4268319438,969,2922,0.2490362375,0.7509637625,9116,0.01996489688,9114,0.03675663814,9106,0.1340874149,9700.015923,3891,0,-25.98830635,-19.5,-63.5,-35.5,-19.5,-6.5,0.5,0.1362117708,0.1362117708,25.98830635,2.598830635,0.4039504391,3891,0,-42.34939604,-26.5,-105.5,-60.5,-26.5,-8.5,0.5,0.1277306605,0.1277306605,42.34939604,4.234939604,0.6582277021,3891,0,-48.42778206,-29.5,-116.5,-64.5,-29.5,-10.5,0.5,0.1254176304,0.1254176304,48.42778206,4.842778206,0.7526919695,3891,0,-57.75134927,-34.5,-153.5,-86.5,-34.5,-12.5,0.5,0.1382677975,0.1382677975,57.75134927,5.775134927,0.8975975836,1,1.000877578,96.77064035,48.38532017,,0,1
segment,100,0,,58964,29185,0.4949630283,7491,21694,0.2566729484,0.7433270516,58964,0.02896682722,58962,0.05077846749,58954,0.1808698307,7963.687411,29185,0,-25.64139113,-22.5,-52.5,-37.5,-22.5,-7.5,0.5,0.1115298955,0.1115298955,25.64139113,2.564139113,0.3991535593,29185,0,-36.96296042,-28.5,-80.5,-50.5,-28.5,-10.5,-0.5,0.09724173377,0.09724173377,36.96296042,3.696296042,0.5753764324,29185,0,-39.72806236,-30.5,-92.5,-54.5,-30.5,-11.5,-0.5,0.09898920678,0.09898920678,39.72806236,3.972806236,0.6184144997,29184,1,-48.90109306,-38.5,-117.5,-71.5,-38.5,-14.5,0.5,0.1104372259,0.1104372259,48.90109306,4.890109306,0.7612157523,1,1.00135676,79.34846789,39.67423394,,1,1
